avg_score	original_tax_id	orig_organism	pref_name	chembl_id	orf	journal	year	volume	issue	first_page	last_page	pubmed_id	doi	title	authors
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2012	22	4	1643	1648	22277278	10.1016/j.bmcl.2011.12.119	Camphorsulfonic acid catalysed facile tandem double Friedlander annulation protocol for the synthesis of phenoxy linked bisquinoline derivatives and discovery of antitubercular agents.	"Paul N, Murugavel M, Muthusubramanian S, Sriram D."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Chem. Res. Toxicol.	2012	25	10	2067	2082	22931300	10.1021/tx300075j	Preclinical strategy to reduce clinical hepatotoxicity using in vitro bioactivation data for >200 compounds.	"Sakatis MZ, Reese MJ, Harrell AW, Taylor MA, Baines IA, Chen L, Bloomer JC, Yang EY, Ellens HM, Ambroso JL, Lovatt CA, Ayrton AD, Clarke SE."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur. J. Med. Chem.	2012	49		1	23	22280816	10.1016/j.ejmech.2011.12.029	Recent advances in antitubercular natural products.	"García A, Bocanegra-García V, Palma-Nicolás JP, Rivera G."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur. J. Med. Chem.	2012	53		41	51	22516426	10.1016/j.ejmech.2012.03.033	"Synthesis of benzimidazolyl-1,3,4-oxadiazol-2ylthio-N-phenyl (benzothiazolyl) acetamides as antibacterial, antifungal and antituberculosis agents."	"Patel RV, Patel PK, Kumari P, Rajani DP, Chikhalia KH."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	J. Med. Chem.	2012	55	8	3911	3922	22449006	10.1021/jm300125e	"Design, synthesis, and structure-activity correlations of novel dibenzo[b,d]furan, dibenzo[b,d]thiophene, and N-methylcarbazole clubbed 1,2,3-triazoles as potent inhibitors of Mycobacterium tuberculosis."	"Patpi SR, Pulipati L, Yogeeswari P, Sriram D, Jain N, Sridhar B, Murthy R, Anjana Devi T, Kalivendi SV, Kantevari S."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Toxicol Sci	2013	136	1	216	241	23956101	10.1093/toxsci/kft176	A multifactorial approach to hepatobiliary transporter assessment enables improved therapeutic compound development.	"Morgan RE, van Staden CJ, Chen Y, Kalyanaraman N, Kalanzi J, Dunn RT, Afshari CA, Hamadeh HK."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem.	2013	21	17	4874	4884	23891229	10.1016/j.bmc.2013.07.003	Inhibition of Mycobacterium tuberculosis strains H37Rv and MDR MS-115 by a new set of C5 modified pyrimidine nucleosides.	"Shmalenyuk ER, Chernousova LN, Karpenko IL, Kochetkov SN, Smirnova TG, Andreevskaya SN, Chizhov AO, Efremenkova OV, Alexandrova LA."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Med Chem Res	2013	22	1	195	210		10.1007/s00044-012-0026-x	"Synthesis of coumarin-based 1,3,4-oxadiazol-2ylthio-N-phenyl/benzothiazolyl acetamides as antimicrobial and antituberculosis agents"	"Patel RV, Kumari P, Rajani DP, Chikhalia KH"
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Med Chem Res	2013	22	1	367	381		10.1007/s00044-012-0041-y	Synthesis of potential antitubercular and antimicrobial s-triazine-based scaffolds via Suzuki cross-coupling reaction	"Patel AB, Patel RV, Kumari P, Rajani DP, Chikhalia KH"
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Med Chem Res	2013	22	10	4700	4707		10.1007/s00044-013-0472-0	"New carbodithioate derivatives: synthesis, characterization, and in vitro antibacterial, antifungal, antitubercular, and antimalarial activity"	"Akhaja TN, Raval JP"
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Med Chem Res	2013	22	2	647	658		10.1007/s00044-012-0061-7	Quinoline-based azetidinone and thiazolidinone analogues as antimicrobial and antituberculosis agents	"Mistry BM, Jauhari S"
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Med Chem Res	2013	22	2	726	744		10.1007/s00044-012-0073-3	In vitro antimicrobial and antimycobacterial activity of some chalcones and their derivatives	"Patel D, Kumari P, Patel NB"
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Med Chem Res	2013	22	2	869	878		10.1007/s00044-012-0080-4	"Synthesis and evaluation of antibacterial and antitubercular activities of some novel imidazo[2,1-b][1,3,4]thiadiazole derivatives"	"Joshi SD, Manish K, Badiger A"
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2013	23	12	3589	3591	23659859	10.1016/j.bmcl.2013.04.021	Synthesis and antimycobacterial evaluation of N-substituted 5-chloropyrazine-2-carboxamides.	"Servusová B, Vobicková J, Paterová P, Kubí¿ek V, Kune¿ J, Dole¿al M, Dole¿al M, Zitko J."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2013	23	17	4741	4750	23910985	10.1016/j.bmcl.2013.07.006	A medicinal chemists' guide to the unique difficulties of lead optimization for tuberculosis.	"Dartois V, Barry CE."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2013	23	19	5393	5396	23953191	10.1016/j.bmcl.2013.07.048	"Design, synthesis and antitubercular evaluation of novel 2-substituted-3H-benzofuro benzofurans via palladium-copper catalysed Sonagashira coupling reaction."	"Yempala T, Sridevi JP, Yogeeswari P, Sriram D, Kantevari S."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2013	23	2	476	479	23237840	10.1016/j.bmcl.2012.11.052	Synthesis and antimycobacterial evaluation of pyrazinamide derivatives with benzylamino substitution.	"Zitko J, Paterová P, Kubí¿ek V, Mandíková J, Trejtnar F, Kune¿ J, Dole¿al M, Dole¿al M."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2013	23	21	5968	5970	24044875	10.1016/j.bmcl.2013.08.063	"Synthesis, characterization and in vitro biological evaluation of some novel 1,3,5-triazine-Schiff base conjugates as potential antimycobacterial agents."	"Avupati VR, Yejella RP, Parala VR, Killari KN, Papasani VM, Cheepurupalli P, Gavalapu VR, Boddeda B."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Mol. Pharmacol.	2013	83	6	1257	1267	23571415	10.1124/mol.112.084152	Structure-based identification of OATP1B1/3 inhibitors.	"De Bruyn T, van Westen GJ, Ijzerman AP, Stieger B, de Witte P, Augustijns PF, Annaert PP."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Med Chem Res	2013			1	7		10.1007/s00044-013-0787-x	"Synthesis, antitubercular and anticancer activity of new BaylisHillman adduct-derived N-cinnamyl-substituted isatin derivatives"	"Kumar SB, Ravinder M, Kishore G, Jayathirtha Rao V, Yogeeswari P, Sriram D"
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Med Chem Res	2013			1	7		10.1007/s00044-013-0857-0	DABCO-promoted one-pot synthesis of heteroaryl-substituted benzenes and their biological evaluation	"Babu GN, Ayalew HM, Jain S"
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Med Chem Res	2013			1	9		10.1007/s00044-013-0839-2	Synthesis and biological evaluation of novel quinazoline derivatives obtained by Suzuki CC coupling	"Patel AB, Chikhalia KH, Kumari P"
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2014	24	1	233	236	24314670	10.1016/j.bmcl.2013.11.031	"Rational design, synthesis and antitubercular evaluation of novel 2-(trifluoromethyl)phenothiazine-[1,2,3]triazole hybrids."	"Addla D, Jallapally A, Gurram D, Yogeeswari P, Sriram D, Kantevari S."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2014	24	14	3118	3120	24856062	10.1016/j.bmcl.2014.05.006	Synthesis and antituberculosis activity of novel 5-styryl-4-(hetero)aryl-pyrimidines via combination of the Pd-catalyzed Suzuki cross-coupling and S(N)(H) reactions.	"Kravchenko MA, Verbitskiy EV, Medvinskiy ID, Rusinov GL, Charushin VN."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2014	24	17	4166	4170	25127167	10.1016/j.bmcl.2014.07.061	New class of methyl tetrazole based hybrid of (Z)-5-benzylidene-2-(piperazin-1-yl)thiazol-4(%H)-one as potent antitubercular agents.	"Chauhan K, Sharma M, Trivedi P, Chaturvedi V, Chauhan PM."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2014	24	2	450	453	24388809	10.1016/j.bmcl.2013.12.054	Alkylamino derivatives of pyrazinamide: synthesis and antimycobacterial evaluation.	"Servusová B, Paterová P, Mandíková J, Kubí¿ek V, Ku¿era R, Kune¿ J, Dole¿al M, Dole¿al M, Zitko J."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2014	24	8	1974	1979	24679703	10.1016/j.bmcl.2014.02.061	"Design, synthesis and evaluation of 1,2,3-triazole-adamantylacetamide hybrids as potent inhibitors of Mycobacterium tuberculosis."	"Addla D, Jallapally A, Gurram D, Yogeeswari P, Sriram D, Kantevari S."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	MedChemComm	2014	5	10	1489	1495		10.1039/C4MD00224E	"N-Arylalkylbenzo[d]thiazole-2-carboxamides as anti-mycobacterial agents: design, new methods of synthesis and biological evaluation"	"Shah P, Dhameliya TM, Bansal R, Nautiyal M, Kommi DN, Jadhavar PS, Sridevi JP, Yogeeswari P, Sriram D, Chakraborti AK"
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur. J. Med. Chem.	2014	74		225	233	24463645	10.1016/j.ejmech.2013.12.061	"Synthesis, structure-activity relationship of iodinated-4-aryloxymethyl-coumarins as potential anti-cancer and anti-mycobacterial agents."	"Basanagouda M, Jambagi VB, Barigidad NN, Laxmeshwar SS, Devaru V, Narayanachar."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur. J. Med. Chem.	2014	79		57	65	24721315	10.1016/j.ejmech.2014.03.085	Facile synthesis of benzonitrile/nicotinonitrile based s-triazines as new potential antimycobacterial agents.	"Patel AB, Chikhalia KH, Kumari P."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur. J. Med. Chem.	2015	105		194	207	26491982	10.1016/j.ejmech.2015.10.019	A click chemistry approach for the synthesis of mono and bis aryloxy linked coumarinyl triazoles as anti-tubercular agents.	"Anand A, Naik RJ, Revankar HM, Kulkarni MV, Dixit SR, Joshi SD."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem.	2015	23	1	174	183	25438883	10.1016/j.bmc.2014.11.014	Synthesis and antimycobacterial evaluation of 5-alkylamino-N-phenylpyrazine-2-carboxamides.	"Zitko J, Servusová B, Janoutová A, Paterová P, Mandíková J, Garaj V, Vejsová M, Marek J, Dole¿al M, Dole¿al M."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem.	2015	23	9	2112	2120	25797161	10.1016/j.bmc.2015.03.008	"Novel 2-(2-phenalkyl)-1H-benzo[d]imidazoles as antitubercular agents. Synthesis, biological evaluation and structure-activity relationship."	"Gobis K, Foks H, Suchan K, Augustynowicz-Kope¿ E, Napiórkowska A, Bojanowski K."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg Med Chem Lett	2015	25	19	4308	4313	26271585	10.1016/j.bmcl.2015.07.069	Design of novel dispirooxindolopyrrolidine and dispirooxindolopyrrolothiazole derivatives as potential antitubercular agents.	"Mhiri C, Boudriga S, Askri M, Knorr M, Sriram D, Yogeeswari P, Nana F, Golz C, Strohmann C."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2015	25	19	4169	4173	26298500	10.1016/j.bmcl.2015.08.009	"One-pot synthesis of new triazole--Imidazo[2,1-b][1,3,4]thiadiazole hybrids via click chemistry and evaluation of their antitubercular activity."	"Ramprasad J, Nayak N, Dalimba U, Yogeeswari P, Sriram D."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2015	25	23	5540	5545	26520663	10.1016/j.bmcl.2015.10.057	"New INH-pyrazole analogs: Design, synthesis and evaluation of antitubercular and antibacterial activity."	"Nayak N, Ramprasad J, Dalimba U."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2015	25	7	1561	1567	25740159	10.1016/j.bmcl.2015.02.013	Thermodynamic equilibrium solubility measurements in simulated fluids by 96-well plate method in early drug discovery.	"Bharate SS, Vishwakarma RA."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	MedChemComm	2015	6	7	1311	1317		10.1039/C5MD00178A	Alkylamino derivatives of N-benzylpyrazine-2-carboxamide: synthesis and antimycobacterial evaluation	"Servusova-Vanaskova B, Jandourek O, Paterova P, Kordulakova J, Plevakova M, Kubicek V, Kucera R, Garaj V, Naesens L, Kunes J, Dolezal M, Zitko J"
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur. J. Med. Chem.	2015	89		13	20	25462221	10.1016/j.ejmech.2014.10.031	Synthesis and evaluation of in vitro antimycobacterial activity of novel 1H-benzo[d]imidazole derivatives and analogues.	"Gobis K, Foks H, Serocki M, Augustynowicz-Kope¿ E, Napiórkowska A."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur J Med Chem	2015	92		415	426	25590862	10.1016/j.ejmech.2015.01.013	Novel amide and sulphonamide derivatives of 6-(piperazin-1-yl)phenanthridine as potent Mycobacterium tuberculosis H37Rv inhibitors.	"Naidu KM, Nagesh HN, Singh M, Sriram D, Yogeeswari P, Gowri Chandra Sekhar KV."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur. J. Med. Chem.	2015	95		357	368	25828928	10.1016/j.ejmech.2015.03.036	Thiophene containing trisubstituted methanes [TRSMs] as identified lead against Mycobacterium tuberculosis.	"Singh P, Manna SK, Jana AK, Saha T, Mishra P, Bera S, Parai MK, Kumar M SL, Mondal S, Trivedi P, Chaturvedi V, Singh S, Sinha S, Panda G."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur. J. Med. Chem.	2015	95		49	63	25794789	10.1016/j.ejmech.2015.03.024	"Synthesis and biological evaluation of new imidazo[2,1-b][1,3,4]thiadiazole-benzimidazole derivatives."	"Ramprasad J, Nayak N, Dalimba U, Yogeeswari P, Sriram D, Peethambar SK, Achur R, Kumar HS."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur. J. Med. Chem.	2015	97		225	234	25982331	10.1016/j.ejmech.2015.05.007	"Synthesis, and structure-activity relationship for C(4) and/or C(5) thienyl substituted pyrimidines, as a new family of antimycobacterial compounds."	"Verbitskiy EV, Cheprakova EM, Slepukhin PA, Kravchenko MA, Skornyakov SN, Rusinov GL, Chupakhin ON, Charushin VN."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur. J. Med. Chem.	2016	116		187	199	27061982	10.1016/j.ejmech.2016.03.060	"Benzo[d]thiazol-2-yl(piperazin-1-yl)methanones as new anti-mycobacterial chemotypes: Design, synthesis, biological evaluation and 3D-QSAR studies."	"Pancholia S, Dhameliya TM, Shah P, Jadhavar PS, Sridevi JP, Yogeshwari P, Sriram D, Chakraborti AK."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur J Med Chem	2016	123		523	531	27508879	10.1016/j.ejmech.2016.07.039	Synthesis and biological activity of furoxan derivatives against Mycobacterium tuberculosis.	"Fernandes GFDS, de Souza PC, Marino LB, Chegaev K, Guglielmo S, Lazzarato L, Fruttero R, Chung MC, Pavan FR, Dos Santos JL."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur J Med Chem	2016	123		684	703	27517813	10.1016/j.ejmech.2016.07.068	Amphiphilic xanthones as a potent chemical entity of anti-mycobacterial agents with membrane-targeting properties.	"Koh JJ, Zou H, Mukherjee D, Lin S, Lim F, Tan JK, Tan DZ, Stocker BL, Timmer MSM, Corkran HM, Lakshminarayanan R, Tan DTH, Cao D, Beuerman RW, Dick T, Liu S."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Drug Discov Today	2016	21	4	648	653	26948801	10.1016/j.drudis.2016.02.015	DILIrank: the largest reference drug list ranked by the risk for developing drug-induced liver injury in humans.	"Chen M, Suzuki A, Thakkar S, Yu K, Hu C, Tong W."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem.	2016	24	16	3771	3780	27338658	10.1016/j.bmc.2016.06.020	Synthesis and evaluation of antitubercular activity of fluorinated 5-aryl-4-(hetero)aryl substituted pyrimidines.	"Verbitskiy EV, Baskakova SA, Kravchenko MA, Skornyakov SN, Rusinov GL, Chupakhin ON, Charushin VN."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2016	26	11	2649	2654	27101894	10.1016/j.bmcl.2016.04.015	"Click-based synthesis and antitubercular evaluation of novel dibenzo[b,d]thiophene-1,2,3-triazoles with piperidine, piperazine, morpholine and thiomorpholine appendages."	"Pulipati L, Yogeeswari P, Sriram D, Kantevari S."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2016	26	11	2663	2669	27095514	10.1016/j.bmcl.2016.04.012	"Synthesis, biological evaluation and structure-activity relationship of 2-styrylquinazolones as anti-tubercular agents."	"Jadhavar PS, Dhameliya TM, Vaja MD, Kumar D, Sridevi JP, Yogeeswari P, Sriram D, Chakraborti AK."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2016	26	13	3135	3140	27184765	10.1016/j.bmcl.2016.04.088	"Synthesis and antitubercular evaluation of novel dibenzo[b,d]thiophene tethered imidazo[1,2-a]pyridine-3-carboxamides."	"Pulipati L, Sridevi JP, Yogeeswari P, Sriram D, Kantevari S."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2016	26	15	3684	3689	27317646	10.1016/j.bmcl.2016.05.085	"Click-based synthesis and antitubercular evaluation of dibenzofuran tethered thiazolyl-1,2,3-triazolyl acetamides."	"Surineni G, Yogeeswari P, Sriram D, Kantevari S."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg Med Chem Lett	2016	26	24	5960	5966	27839684	10.1016/j.bmcl.2016.10.082	"Design, development of new synthetic methodology, and biological evaluation of substituted quinolines as new anti-tubercular leads."	"Tanwar B, Kumar A, Yogeeswari P, Sriram D, Chakraborti AK."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg. Med. Chem. Lett.	2016	26	9	2224	2228	27017114	10.1016/j.bmcl.2016.03.055	Synthesis and docking studies of pyrazine-thiazolidinone hybrid scaffold targeting dormant tuberculosis.	"Chitre TS, Asgaonkar KD, Miniyar PB, Dharme AB, Arkile MA, Yeware A, Sarkar D, Khedkar VM, Jha PC."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	J. Med. Chem.	2016	59	8	3808	3825	27018907	10.1021/acs.jmedchem.5b02004	"Structure-Activity Relationships of a Diverse Class of Halogenated Phenazines That Targets Persistent, Antibiotic-Tolerant Bacterial Biofilms and Mycobacterium tuberculosis."	"Garrison AT, Abouelhassan Y, Norwood VM, Kallifidas D, Bai F, Nguyen MT, Rolfe M, Burch GM, Jin S, Luesch H, Huigens RW."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Eur J Med Chem	2017	133		255	267	28390957	10.1016/j.ejmech.2017.04.002	Isoniazid derivatives and their anti-tubercular activity.	"Hu YQ, Zhang S, Zhao F, Gao C, Feng LS, Lv ZS, Xu Z, Wu X."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg Med Chem Lett	2017	27	1	11	15	27894872	10.1016/j.bmcl.2016.11.047	"Synthesis, screening and docking analysis of hispolon analogs as potential antitubercular agents."	"Balaji NV, Hari Babu B, Subbaraju GV, Purna Nagasree K, Murali Krishna Kumar M."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg Med Chem Lett	2017	27	10	2174	2180	28372908	10.1016/j.bmcl.2017.03.059	"Novel quinoxalinyl chalcone hybrid scaffolds as enoyl ACP reductase inhibitors: Synthesis, molecular docking and biological evaluation."	"Desai V, Desai S, Gaonkar SN, Palyekar U, Joshi SD, Dixit SK."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg Med Chem Lett	2017	27	13	3003	3006	28512023	10.1016/j.bmcl.2017.05.013	Synthesis and biological evaluation of novel 5-aryl-4-(5-nitrofuran-2-yl)-pyrimidines as potential anti-bacterial agents.	"Verbitskiy EV, Baskakova SA, Gerasimova NA, Evstigneeva NP, Zil'berberg NV, Kungurov NV, Kravchenko MA, Skornyakov SN, Pervova MG, Rusinov GL, Chupakhin ON, Charushin VN."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281	Bioorg Med Chem Lett	2017	27	8	1859	1866	28274627	10.1016/j.bmcl.2017.02.031	"Three-component, one-pot synthesis of anthranilamide Schiff bases bearing 4-aminoquinoline moiety as Mycobacterium tuberculosis gyrase inhibitors."	"Salve PS, Alegaon SG, Sriram D."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281								10.6019/CHEMBL3392926	Antiprotozoal Activity Profiling of Approved Drugs: A Starting Point toward Drug Repositioning	"Kaiser M, Mäser P, Tadoori LP, Ioset JR, Brun R."
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281									British National Formulary (72nd edition)	
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281									DrugMatrix	
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281									DrugMatrix in vitro pharmacology data	"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program"
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281									PubChem BioAssay data set	
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281									Unpublished dataset	
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281									USP Dictionary of USAN and International Names (2010 edition) and USAN registrations 2007-date	
4350.9	1773	Mycobacterium tuberculosis	PYRAZINAMIDE	CHEMBL614	MN908947.3_281									WHO Anatomical Therapeutic Chemical Classification	
4350.9	1773	Mycobacterium tuberculosis	VIOMYCIN SULFATE	CHEMBL3989823	MN908947.3_281									Unpublished dataset	
4350.9	1773	Mycobacterium tuberculosis	VIOMYCIN SULFATE	CHEMBL3989823	MN908947.3_281									USP Dictionary of USAN and International Names (2010 edition) and USAN registrations 2007-date	
